"block key","route id","road segment length","actual crashes 2022","predicted crashes","aadt 2022","travel lane width","speed limit","difference","geom"
"945573ae6e73308f0819250cd14dce20",11004902,178.04971,28,67.84549,1672,10,20.0,-39.84549,"LINESTRING Z(-77.09676843730394 38.944248135264495 0, -77.09676834770879 38.94435209101891 0, -77.09676824849626 38.944363982045274 0, -77.09676795357599 38.94482655801542 0, -77.0967709811259 38.94544227211253 0, -77.09677010682994 38.94547803574432 0, -77.09676857084875 38.945536230563334 0, -77.09676715132109 38.9455952360313 0, -77.09676441049567 38.94570063527957 0, -77.0967655963761 38.94585191949699 0)"
"94ab325279b6d9289ac124a4ee97a6eb",11003302,110.08997,7,94.73977,3193,10,25.0,-87.73977,"LINESTRING Z(-77.06607626828477 38.90680921517947 0, -77.0660761148946 38.90681787229213 0, -77.06607531282027 38.90688547141565 0, -77.06607269422697 38.907107943140204 0, -77.06607260814454 38.90727638133545 0, -77.06607260581973 38.90728631754774 0, -77.0660725379773 38.90743710836848 0, -77.06606862374143 38.907717153169294 0, -77.06606746762726 38.90780085941174 0)"
"94bb6008a4e8b167656f4d20814440e9",11064412,71.7181,0,121.86336,6795,10,20.0,-121.86336,"LINESTRING Z(-77.08613496808474 38.93402882792404 0, -77.08621755252352 38.93417448541806 0, -77.08627557538854 38.93427659680868 0, -77.0864154251742 38.934517105377886 0, -77.08644986757366 38.934576264484065 0, -77.08647413919739 38.93461803606449 0)"
eb4e838a6f184787f34563d2a8e1d12b,11001402,80.01487,203,172.12296,15532,10,20.0,30.87704,"LINESTRING Z(-77.0319578111352 38.91557613459713 0, -77.03195738999227 38.91566558748191 0, -77.03195428911522 38.91620798016728 0, -77.03195386772205 38.91629689254167 0)"
eba2c8359ce75434de33cd181670afa1,11019632,116.99687,0,90.09487,3428,11,20.0,-90.09487,"LINESTRING Z(-77.02141841421658 38.973616673157 0, -77.02151742841956 38.97361701530848 0, -77.02155470298354 38.97361709852594 0, -77.02191579309526 38.97361784214955 0, -77.02227861346981 38.97361615210536 0, -77.02249164367754 38.97361575099528 0, -77.0225738093324 38.97361609549184 0, -77.02276849114716 38.97361686848853 0)"
eba9c3aeed0313019c8a32df225098f3,12004902,78.48427,126,92.633484,3570,10,20.0,33.366516,"LINESTRING Z(-76.93291118955885 38.89263380992733 0, -76.93291063843085 38.89272956863131 0, -76.9329086820661 38.89309386615607 0, -76.93290852653054 38.89325925980736 0, -76.93290833459264 38.893340785477086 0)"
ebb2d3d27509d4bf051c8d17fb7c7974,11020992,99.42205,42,122.67574,5628,8,25.0,-80.675735,"LINESTRING Z(-77.05534128491229 38.928345168928004 0, -77.0554333307489 38.92836350226692 0, -77.0554910036857 38.92837509562314 0, -77.0559365858761 38.928465236600566 0, -77.05597414268883 38.928472902711164 0, -77.05630834790048 38.92854108824859 0, -77.05636313742242 38.928552051981406 0, -77.05642773134753 38.92856490270109 0, -77.05645126199083 38.92856957566096 0)"
ebcdc12e4630556c2e1cf239e0535ad6,12081442,83.98375,14,188.74493,16629,10,25.0,-174.74493,"LINESTRING Z(-76.99883970736035 38.95419575787168 0, -76.99891400452034 38.95425260076005 0, -76.99906502194074 38.954367997983596 0, -76.99944366363503 38.954658336877806 0, -76.99945277783839 38.954665453452364 0, -76.99953099854928 38.954725809186115 0)"
ebed42cd20aae2da6d02b845abf1e32f,13081512,93.78428,42,175.01573,14523,11,25.0,-133.01573,"LINESTRING Z(-76.95641764087415 38.85622972493365 0, -76.956281615299 38.85633545105564 0, -76.95624473003069 38.85636417412752 0, -76.95622190727717 38.85638191217767 0, -76.95614686873404 38.85644025863812 0, -76.95597246987147 38.85657595002874 0, -76.95574297347395 38.85675278880296 0, -76.95572994808279 38.85676314355775 0, -76.95565121965157 38.85682518175281 0)"
ebf04e864fda829114137dd0ea956903,12000602,119.76603,49,88.96576,3458,13,20.0,-39.96576,"LINESTRING Z(-76.99845216809268 38.890943725311296 0, -76.99845216635364 38.89102398993011 0, -76.99845237727953 38.891929151347036 0, -76.9984523752558 38.89202256817655 0)"
ec3fbf71440c3eeaa0c3228207ebb614,12036722,70.4075,154,238.75417,29191,10,25.0,-84.754166,"LINESTRING Z(-77.00659688661631 38.90975038279387 0, -77.00632819827146 38.90963672136025 0, -77.0062096680437 38.9095865512421 0, -77.00600961978434 38.909501252681196 0, -77.00588371068581 38.9094474792726 0)"
ec5aab441f7fb8a7d022ee2bf5d2c5c8,11092692,19.606264,14,200.69589,19262,10,25.0,-186.69589,"LINESTRING Z(-77.08886895591098 38.958350110980504 0, -77.08879599680128 38.95840962096717 0, -77.08876683608636 38.95843333484879 0, -77.08871254896307 38.95847769671861 0)"
ec8faf1210670f4cd7e7366dc5734b01,11001402,109.02918,931,177.79173,14867,11,25.0,753.20825,"LINESTRING Z(-77.03242485558907 38.92656688460052 0, -77.03244589548677 38.926830507152104 0, -77.03245996392245 38.9269290812527 0, -77.03249401209709 38.92729234114594 0, -77.03251044511796 38.927442027757166 0, -77.0325141395241 38.92750130144537 0, -77.03251864617707 38.927546152593855 0)"
ec9e3303ee8159b21713377881fcfcbb,11051022,26.085596,7,94.12839,3907,12,20.0,-87.12839,"LINESTRING Z(-77.02658160109459 38.983839606673286 0, -77.0268824336512 38.98383049366383 0)"
eca3241daaa18fceb03fceb6c6c209a3,14026912,85.73853,0,133.06683,8608,11,20.0,-133.06683,"LINESTRING Z(-77.0259762595488 38.884855154576066 0, -77.02641722529462 38.884860902106006 0, -77.02646424867821 38.88485638726768 0, -77.02651196339983 38.88485133175042 0, -77.02655273959873 38.884846232749474 0, -77.02660346174419 38.88483907755734 0, -77.0266965839261 38.884823453785415 0, -77.02695242526627 38.88477411014951 0)"
ecc96674f0136871a751cd6e06aeed60,11023922,234.45474,28,123.3417,6005,10,25.0,-95.3417,"LINESTRING Z(-77.06324215205967 38.92752779958886 0, -77.06342227373622 38.9276628267303 0, -77.06342515890559 38.92766507724371 0, -77.06344200845875 38.927678400406776 0, -77.06370686949197 38.92788679885324 0, -77.06403243397712 38.92813939427969 0, -77.06434450058485 38.92838442923583 0, -77.06453383086743 38.928533493538055 0, -77.06465345384211 38.928627663407966 0, -77.06487238274327 38.92879383558419 0, -77.06502611323103 38.928917614478166 0, -77.06503696185004 38.92892607625735 0, -77.06515641215849 38.92901915569628 0)"
ed057c5be03ba83ed12c2894dba02e39,11000802,148.64671,266,69.86955,2096,16,20.0,196.13045,"LINESTRING Z(-77.0229647754394 38.89480332171757 0, -77.02296530912167 38.89488556802034 0, -77.02296574619224 38.894954166662316 0, -77.02296733620251 38.89523820020715 0, -77.02295907593735 38.89600554359289 0, -77.02295759830865 38.89614228188432 0)"
ed07d4348081aff2346a5921951645a6,11001802,82.55138,63,158.89247,11301,11,25.0,-95.89248,"LINESTRING Z(-77.04167297636143 38.90965093630544 0, -77.04167267033745 38.90973890290803 0, -77.04167189783426 38.91005461865528 0, -77.04167121685877 38.910329661676855 0, -77.04167125477105 38.91039454876778 0)"
ed1d60aa21303566081754103f1688c5,11059602,117.145,42,162.22366,13619,10,20.0,-120.22367,"LINESTRING Z(-77.01242965298536 38.898864393712145 0, -77.01339931476316 38.899203811662204 0, -77.01366204548874 38.89929577461614 0)"
ed24d5aed5d4646c4a381832d6a3e786,13063502,293.1684,672,154.82549,11090,12,25.0,517.1745,"LINESTRING Z(-76.97078557070573 38.86424883557001 0, -76.97077314552625 38.86420234903055 0, -76.97076094789568 38.86416297919561 0, -76.97075749578732 38.86415171781017 0, -76.97074000233948 38.86410144646199 0, -76.97072054996258 38.86405153495625 0, -76.97069936903397 38.86400216351819 0, -76.97067622914639 38.86395324200476 0, -76.97065124545296 38.86390495061219 0, -76.97063316853574 38.86387287610214 0, -76.97061474585297 38.86384107175457 0, -76.97060477440975 38.863824277555004 0, -76.97059586229258 38.863809267287884 0, -76.9705766329673 38.863777732983394 0, -76.97055705795168 38.86374628867259 0, -76.97053702202287 38.863714934326175 0, -76.97051664033006 38.863683850141406 0, -76.97049591294812 38.86365285594972 0, -76.97047472465412 38.863621951721846 0, -76.9704533058204 38.863591317684154 0, -76.97042037268542 38.86354140271225 0, -76.97039807948583 38.86350767855521 0, -76.97038732441094 38.86349139761728 0, -76.97035427614527 38.86344148259661 0, -76.97032122788845 38.863391657650425 0, -76.97028806449248 38.86334174258097 0, -76.97027149430421 38.8633168571128 0, -76.97025490110545 38.86329191758581 0, -76.97022162254208 38.86324209255147 0, -76.97018834402517 38.863192267507216 0, -76.97015506555472 38.86314244245306 0, -76.97012167187073 38.86309270744368 0, -76.97008275149201 38.8630336022532 0, -76.97004383117776 38.86297449704922 0, -76.97000479566809 38.862915481886205 0, -76.96996576026089 38.862856376625416 0, -76.96992672488045 38.862797361435135 0, -76.96988757434269 38.86273834620152 0, -76.96984842386973 38.86267933095418 0, -76.96980927346152 38.86262031569316 0, -76.96977000785839 38.86256139047276 0, -76.96975730701395 38.862542307351994 0, -76.96973074235837 38.8625023751544 0, -76.9695825692582 38.86228229699524 0, -76.96954535340022 38.86222702964823 0, -76.96945059061268 38.862077375040165 0, -76.96943239924583 38.862045840809365 0, -76.96941536033248 38.86201376637221 0, -76.96939958897632 38.86198142201198 0, -76.96938508525287 38.86194862756077 0, -76.96937184908353 38.861915563187445 0, -76.96935988046664 38.861882228892455 0, -76.96935447261222 38.86186475113787 0)"
ed4eceac44d4ad7df5d923097e2d52a2,12081442,168.54637,77,178.2322,14497,10,25.0,-101.23219,"LINESTRING Z(-76.98558318857069 38.94425715928771 0, -76.98562956903821 38.94433018616603 0, -76.98564963765183 38.94434469197179 0, -76.98575067296495 38.94441722103248 0, -76.98580211341273 38.94445407118035 0, -76.98581549254014 38.94446371167029 0, -76.9858857330677 38.94451407648919 0, -76.98595070275623 38.944560684177 0, -76.98596473935835 38.944570748118096 0, -76.98634673912257 38.94484635680561 0, -76.9868466189114 38.94520683559297 0, -76.98688791062044 38.94523620723891 0, -76.98698272021251 38.94530359980149 0)"
ed5bd8009a1240ef48abcbe1afb120e1,11047902,126.50255,42,134.54323,7788,12,25.0,-92.54323,"LINESTRING Z(-77.02476501397977 38.95194629728752 0, -77.02481995929368 38.952035647703035 0, -77.02482734689755 38.952047627137304 0, -77.02532000871282 38.95283349322194 0, -77.02535486962988 38.9528896071977 0, -77.02540519862268 38.95297031038272 0)"
ed61636f7ef20d8adbab7e757216c079,12043812,263.06726,112,115.28239,5380,12,25.0,-3.282396,"LINESTRING Z(-77.00366869363113 38.94447343256993 0, -77.00365992655655 38.94446991961341 0, -77.00360663195451 38.94444785097045 0, -77.00356660332406 38.94443082653897 0, -77.0035536834243 38.94442533187829 0, -77.00349935072236 38.94440362354924 0, -77.00344547943796 38.94438128460123 0, -77.00339195421827 38.94435831503819 0, -77.00333900577174 38.94433471485408 0, -77.00328640339623 38.94431057413895 0, -77.0032342624378 38.944285712724415 0, -77.00318269825927 38.94426031077359 0, -77.00313159550369 38.94423427820749 0, -77.00308095417581 38.944207705109584 0, -77.00303077427245 38.94418050139761 0, -77.00297655699873 38.944152306855344 0, -77.00292291650845 38.94412348169335 0, -77.00288184981439 38.94410078183182 0, -77.00286973745287 38.944094115998034 0, -77.00281701982898 38.94406411968717 0, -77.00276499434395 38.94403349275594 0, -77.0027134302989 38.94400241537628 0, -77.00266244304046 38.94397070738049 0, -77.00261203257264 38.94393845885221 0, -77.00256219889572 38.943905669792095 0, -77.00251305735972 38.94387225011555 0, -77.00245930166287 38.94383612802936 0, -77.00240612276308 38.94379937532616 0, -77.00235375136931 38.94376208208504 0, -77.00230933952432 38.943729743221006 0, -77.00230195677901 38.943724338394496 0, -77.00225073898666 38.94368596408948 0, -77.0022002133479 38.94364704925145 0, -77.00215049521526 38.94360759387923 0, -77.00210135388645 38.94356768806078 0, -77.00205290470852 38.94352715162911 0, -77.00200514768659 38.943486164750766 0, -77.00195196898568 38.943438601893384 0, -77.00189948245638 38.94339058858576 0, -77.00184768809834 38.94334212482876 0, -77.00179635520726 38.94329321062688 0, -77.0017458298409 38.94324393605837 0, -77.0016958812927 38.94319421104482 0, -77.00164662491608 38.94314412566816 0, -77.00159806071055 38.94309367992925 0, -77.00155007332157 38.94304278374761 0, -77.00150277810238 38.94299152720535 0, -77.00148720525289 38.94297233975048 0, -77.0014362186551 38.94290982286687 0)"
ed9a5e8c77fa81846ef2b8343f7f5896,14059452,105.02541,98,103.35849,4595,12,21.6,-5.35849,"LINESTRING Z(-77.01258925547084 38.827005048357464 0, -77.01258923963408 38.826915233904266 0, -77.01258923783914 38.82690505433229 0, -77.0125891877717 38.82662110732608 0, -77.01258795756497 38.82617545836404 0, -77.0125880680423 38.82614888335964 0, -77.01258839767908 38.8260589787724 0)"
edae09af5162a45b7df63961743d40bc,14057852,41.36218,231,162.79321,13592,10,20.0,68.20678,"LINESTRING Z(-77.01140021812002 38.87646591856347 0, -77.01142626321801 38.87646572684129 0, -77.01153114671895 38.87646571653049 0, -77.01187686698536 38.8764656818768 0)"
"95005c5c9f20cccf4dd99778891d45ff",11048752,450.93842,70,223.24983,18805,11,35.0,-153.24983,"LINESTRING Z(-77.00695433267792 38.93126664204258 0, -77.00746961335528 38.93124868370334 0, -77.007733596789 38.93123884747281 0, -77.0081705214654 38.931231782248304 0, -77.00821555878571 38.93123177909039 0, -77.00827862256735 38.931231774639315 0, -77.00838672366919 38.93123176693029 0, -77.00857140551535 38.931231753528806 0, -77.00884617353512 38.93123173305008 0, -77.0089722895649 38.931231723434216 0, -77.00909390762932 38.93123171403244 0, -77.00923805012043 38.93123170272551 0, -77.0093912000755 38.931231690517215 0, -77.00952128354132 38.931231679990084 0, -77.00955785545989 38.93123167700437 0, -77.00964163314484 38.93123312045937 0, -77.00975251402309 38.93123503002742 0, -77.00996049303258 38.9312350124842 0, -77.01016846050867 38.931234994571916 0, -77.01028419662343 38.93123498444323 0, -77.01034618781595 38.93123497897093 0, -77.01073944840788 38.93123494348976 0, -77.01111758891501 38.93123490812485 0, -77.01137850599027 38.93123783773498 0, -77.01156378805813 38.93124076526348 0, -77.01187385986975 38.93124368889317 0, -77.01196839789131 38.93124367924875 0, -77.0120667188177 38.93124366913731 0, -77.01215373765397 38.931246542777984 0)"
"95127b7bfe965cfafd3ed673a9843bf7",13059452,224.37164,42,176.63132,12181,10,30.0,-134.63132,"LINESTRING Z(-76.99606027596329 38.85507779482961 0, -76.99605405939403 38.854992034365466 0, -76.99603333755292 38.85470709701164 0, -76.99598797806817 38.854123529302505 0, -76.99597324306819 38.85391768613379 0, -76.99596829300945 38.853849221881454 0, -76.99596460932437 38.853796972849345 0, -76.99595275234199 38.85363157762685 0, -76.99591890691013 38.85318628963108 0, -76.9959143024595 38.853119807235494 0, -76.99591004324904 38.85306008117589 0)"
"951a29e878e8738315b3cea807ec9ef3",11036722,45.275856,35,145.19836,10471,10,20.0,-110.19836,"LINESTRING Z(-77.0412259471938 38.91701561958988 0, -77.04122973961421 38.917013438235095 0, -77.04129278139993 38.91697723850663 0, -77.04143110662496 38.91689795223995 0, -77.04154565416985 38.916837384574094 0, -77.0416584092766 38.91678807785151 0)"
"9525a9a4bd830ded85b559c56a481e13",13092882,51.804085,168,156.18022,12468,10,20.0,11.819777,"LINESTRING Z(-76.98948649887386 38.833469999842634 0, -76.98942223772814 38.83342783443693 0, -76.98926849494966 38.833327105802255 0, -76.98911371620251 38.833225295851385 0, -76.98902953240311 38.83316997601359 0)"
"953378048306dc9438bb1cfcb76f99fa",12081512,139.30217,98,56.54874,1203,16,21.6,41.45126,"LINESTRING Z(-76.9105514135876 38.8919218051657 0, -76.91055080110408 38.89192304785279 0, -76.91052876333535 38.891967685502784 0, -76.91048352299715 38.892020611093955 0, -76.91032976908198 38.89213700752038 0, -76.91017798131439 38.89225694554648 0, -76.9101349448717 38.89228943268748 0, -76.91009202343231 38.892322100068554 0, -76.91003017957246 38.89236916626424 0, -76.90996845067326 38.892416412683055 0, -76.90990695223176 38.892463659246616 0, -76.90984545348115 38.8925110859448 0, -76.90978418507456 38.89255860287189 0, -76.90972303174236 38.8926062099392 0, -76.90966199337034 38.89265399723064 0, -76.90960118545688 38.892701784668155 0, -76.90957486288394 38.892734104366276 0, -76.90955464641044 38.892768951131536 0, -76.90954701276455 38.89278930415122 0, -76.9095407673832 38.8928056945599 0, -76.90953368792036 38.892843524257614 0, -76.90953354781652 38.89286310835892 0)"
"95fafc9e08efbefd562454f259833589",11051352,139.62119,35,103.53089,4720,11,20.0,-68.53089,"LINESTRING Z(-77.01913248962879 38.95104274398775 0, -77.01906687055667 38.95112995480628 0, -77.01906168102714 38.951136982106654 0, -77.01893620916238 38.95130590764144 0, -77.01887393431218 38.95138978474398 0, -77.01877624347644 38.951522303175935 0, -77.01869543578083 38.95163192880087 0, -77.0186376351174 38.95171033703455 0, -77.01842336012965 38.95199764483134 0, -77.01838553326635 38.9520488177765 0, -77.01832487178363 38.95213089266591 0)"
"96706b3c6bd3e8380d776bb25924810a",12001202,50.004536,42,119.43083,6329,15,25.0,-77.43083,"LINESTRING Z(-76.9902508804192 38.93832249286582 0, -76.99024926452041 38.938330420031946 0, -76.99024545475748 38.93835537269534 0, -76.99024233705597 38.938380325416254 0, -76.99024048844494 38.93840302616882 0, -76.99024025743627 38.93840536830662 0, -76.99023910056799 38.938430411273806 0, -76.99023875110774 38.93845545430834 0, -76.9902376893574 38.93862823333926 0, -76.99023663151173 38.93877245606751 0)"
"96b0dd48dd76be2a63f0e5c5851014d9",11057912,63.103447,119,114.21364,5971,11,20.0,4.7863607,"LINESTRING Z(-77.08631392205317 38.90888389130943 0, -77.08640838941442 38.90891661187577 0, -77.0864335344904 38.908925241292344 0, -77.08677402854063 38.909039485028906 0, -77.08687622305409 38.90907373089666 0, -77.08698187799243 38.90910914518408 0)"
"96c49f7b3020d86b0bcc0a2818bf74be",11036722,50.616108,84,223.26372,24860,10,25.0,-139.26372,"LINESTRING Z(-77.01841616939505 38.914791815287906 0, -77.01855339843735 38.914849717178775 0, -77.01879130103754 38.91494994193908 0, -77.01892979917649 38.91500829359897 0)"
"96ea255d3c159c2a3692be33f4762031",12031982,226.65903,112,138.06218,9402,11,20.0,-26.062187,"LINESTRING Z(-76.95599866336963 38.92927184705649 0, -76.95600255224417 38.929305539610745 0, -76.95600811936697 38.92932955786838 0, -76.956016490348 38.92935138816081 0, -76.95602346450372 38.92937539793868 0, -76.95603603550357 38.92939395979222 0, -76.95605697741577 38.92941579480933 0, -76.95612401947234 38.92947039235408 0, -76.9563832333252 38.92967940114813 0, -76.95644064000244 38.9297246442842 0, -76.95688733437768 38.930071089415186 0, -76.95731639277109 38.930408608147665 0, -76.95757311352274 38.930613100189134 0, -76.95758648580721 38.930623464599584 0, -76.95771479073652 38.930722962836064 0, -76.95775813546398 38.930756669590124 0)"
"96fabe9b5c0321b67262f80955c55cf6",14059452,89.29035,21,103.35849,4595,12,21.6,-82.35849,"LINESTRING Z(-77.01188848897543 38.82358964931755 0, -77.01184563337202 38.82348956951121 0, -77.01184160130283 38.823480381275175 0, -77.01173262044523 38.8232309475853 0, -77.01159506954134 38.82290935872973 0, -77.01157767389307 38.8228670206171 0, -77.01155970294523 38.82282756527113 0)"
"97178350e8b252e0e4c408ccefb0d72c",11000702,151.7345,1316,130.59482,8089,10,20.0,1185.4052,"LINESTRING Z(-77.02191667720315 38.898454118349655 0, -77.02191761324829 38.89861161138291 0, -77.02191874413728 38.898802921767995 0, -77.02191885431145 38.89916145456259 0, -77.02191636010193 38.89967322004696 0, -77.0219164252824 38.89969775881026 0, -77.02191672827337 38.899820921064176 0)"
"973f5be09b293aee1b7e2f2ac395d957",11057912,179.71004,28,168.30307,12638,10,25.0,-140.30307,"LINESTRING Z(-77.10035048687661 38.92357172062613 0, -77.10039927140951 38.92366474374858 0, -77.10048738261199 38.923833033641095 0, -77.10050981051239 38.92387256090672 0, -77.10053339100794 38.923911636759904 0, -77.10055800877956 38.92395026129923 0, -77.10058377927628 38.92398852450787 0, -77.10061058705163 38.92402633640124 0, -77.10063843197962 38.9240636068955 0, -77.10066731431567 38.92410051615616 0, -77.10069723380653 38.924136884016264 0, -77.10072819045301 38.92417271047489 0, -77.10076006893499 38.924207995630795 0, -77.10099929862976 38.924490110045696 0, -77.10128149049434 38.924814796108684 0, -77.101406231061 38.92495837972269 0)"
"97402a34ca26177bd369c749fde01fe1",12075462,68.49093,42,225.50436,21861,10,30.0,-183.50436,"LINESTRING Z(-76.97483927607524 38.92971387412057 0, -76.9747069120504 38.929778309028954 0, -76.97464744942155 38.929806330011225 0, -76.97459607217162 38.9298321637011 0, -76.9743698705993 38.92994088066785 0, -76.9742819043333 38.9299833895821 0, -76.97416579361183 38.9300361346621 0)"
"97438981585c584291d0611d87d9988a",11047902,129.9695,77,92.937614,4357,12,15.0,-15.937613,"LINESTRING Z(-77.02056917848729 38.945235943108 0, -77.02061545761053 38.94531106404897 0, -77.02063923192368 38.945349525228586 0, -77.0207662970867 38.94555200895554 0, -77.02084159015241 38.9456719228407 0, -77.02092902459341 38.94581114826166 0, -77.02109175448267 38.94607434105552 0, -77.02117565817952 38.94620746831083 0, -77.0212264391507 38.946288173315864 0)"
"976bb068f602e64ad1247dfd419fffc9",11038612,146.47081,28,96.3322,3972,11,20.0,-68.3322,"LINESTRING Z(-77.03195758672683 38.89832437959776 0, -77.03217004627876 38.8983241411131 0, -77.03243321714466 38.8983238431313 0, -77.03323337216366 38.89832758190857 0, -77.03346011350894 38.89832454442099 0, -77.03364593096256 38.898322058789574 0)"
"984315a453d43fc2c86ca6d13b071812",13075662,148.68272,385,144.75691,10261,10,20.0,240.24309,"LINESTRING Z(-76.94818790386665 38.88489545910535 0, -76.94816798119746 38.88487220863089 0, -76.94814817386414 38.88484886812026 0, -76.94812836647822 38.88482561768997 0, -76.94810855917078 38.88480227717242 0, -76.94807044175967 38.88475721830209 0, -76.94803243971943 38.88471206938643 0, -76.94799443772735 38.88466692045802 0, -76.94795666636317 38.88462168153576 0, -76.94791889504693 38.88457644260098 0, -76.94788158289812 38.8845338162905 0, -76.94784461669623 38.88449100995451 0, -76.94780776579556 38.884448203658025 0, -76.9477710303277 38.88440521723345 0, -76.94773452541739 38.884362230900116 0, -76.94769825119636 38.88431906449065 0, -76.9476620923418 38.88427580803735 0, -76.94762616411008 38.8842324615921 0, -76.94759035117843 38.88418911518712 0, -76.94755476893543 38.884145588706716 0, -76.94751262170202 38.88409584347807 0, -76.94747105100714 38.88404582824143 0, -76.94743005691636 38.88399545291356 0, -76.94738975461874 38.88394480763081 0, -76.9473500288573 38.88389389234198 0, -76.94731099495357 38.8838426170157 0, -76.94729303261171 38.88381882676849 0, -76.94727530085993 38.883794946538636 0, -76.94725779976464 38.88377088624234 0)"
"9859ce6f3f85be69af11f3abed32bc16",12002202,92.749985,70,115.21208,5959,12,21.6,-45.21208,"LINESTRING Z(-76.97380537402138 38.88975475610563 0, -76.97381064396392 38.89006248343893 0, -76.97381154486368 38.8901203174181 0, -76.97381704434207 38.8902110330012 0, -76.97382403300927 38.890327062453295 0, -76.97382472060839 38.89033796274251 0, -76.97382597826068 38.89036597907394 0, -76.97382735121339 38.890393905347366 0, -76.97382872413414 38.89042192170435 0, -76.97383021232254 38.890449938087016 0, -76.97383158527853 38.890477864359944 0, -76.97383318873582 38.890505880768096 0, -76.97383467696076 38.89053380706657 0, -76.97383628042051 38.89056182347442 0, -76.97383799918126 38.890589749824144 0)"
"98845f438cd3228bed37b8539a534f42",13001902,81.96751,0,120.49636,6299,10,21.6,-120.49636,"LINESTRING Z(-76.97725788025203 38.887596711401876 0, -76.97725823806785 38.88755896635762 0, -76.97725826669306 38.887469152809594 0, -76.9772584440568 38.88727430156897 0, -76.97725900749316 38.887206189310426 0, -76.97726024253883 38.88705602884615 0, -76.97726269884507 38.88694360472545 0, -76.97726410226888 38.88687991574176 0, -76.97726422438976 38.88685838573368 0)"
"989feb4602687e091ade499ffab082a3",12061622,70.028564,28,60.084568,1391,16,21.6,-32.084568,"LINESTRING Z(-76.98716909313686 38.907070701463674 0, -76.98712492427849 38.907134385631856 0, -76.9869118056994 38.90744082597387 0, -76.98682715748099 38.90756233907955 0, -76.98678356468447 38.907624942176284 0)"
"98e9644959fb1f174df43ad0463e0f61",11025152,35.220592,63,224.95111,25532,10,25.0,-161.95111,"LINESTRING Z(-77.04602111855495 38.914091399040636 0, -77.0461001238133 38.914231699790044 0, -77.04616832332754 38.914386787435355 0)"
"991827a21c5cff0c4e638d600b6f808c",13071892,169.78058,42,122.8772,5951,10,25.0,-80.8772,"LINESTRING Z(-76.97900077697545 38.88298106970549 0, -76.97889030392324 38.88302562329438 0, -76.97886413797134 38.883036338543825 0, -76.97829770652933 38.883268470902074 0, -76.97785726203836 38.883447114637605 0, -76.97736990038565 38.88364457515478 0, -76.97735848877414 38.88364871680115 0, -76.97726304597265 38.88368392105335 0)"
"991d5da6402fcf0016529cdc2e98ab7a",11000302,62.45711,0,74.454895,2200,12,20.0,-74.454895,"LINESTRING Z(-77.01616138294835 38.95710701882647 0, -77.01616786700289 38.95720881131004 0, -77.01616688762856 38.95746888001007 0, -77.01616714612975 38.9575912121868 0, -77.01616727926341 38.95766949397291 0)"
"9935a6152daaa1676ac9e08882c672ba",11059602,106.54038,28,215.61586,19892,10,30.0,-187.61586,"LINESTRING Z(-77.09755027585 38.946419474098924 0, -77.09759336035343 38.94646060601165 0, -77.097625230596 38.946483730699136 0, -77.09833492447962 38.94699741897081 0, -77.0984438179333 38.94707768123617 0)"
"993e4bcbf5ada1900665efb58996e51b",12031982,67.62091,238,158.80276,12199,14,25.0,79.197235,"LINESTRING Z(-76.9236010381982 38.90400621690301 0, -76.92363553815773 38.904033246511965 0, -76.923730341169 38.904107537298756 0, -76.92382088235279 38.904178402053184 0, -76.92405138419967 38.90435772833042 0, -76.92412755152141 38.90441581865812 0, -76.92415275476331 38.904436527216674 0)"
"9954302ed4a2d2ccbc25507dcbc65662",13057852,104.04744,91,208.46123,21649,11,25.0,-117.46122,"LINESTRING Z(-76.99497079999622 38.8764829334378 0, -76.99483248419678 38.87648292740193 0, -76.99424922299694 38.87648290014753 0, -76.99398092353671 38.87648288663236 0, -76.99377177886808 38.87648210094729 0)"
"9a3206d19798ab68b36529942c93d5f9",13057852,54.710835,14,193.29704,18068,11,25.0,-179.29704,"LINESTRING Z(-77.00416107968576 38.876489039093045 0, -77.00405882369273 38.876488700374416 0, -77.00395653314652 38.8764887038865 0, -77.0036463079084 38.87648871399001 0, -77.00353060296428 38.876488717547325 0)"
"9a5a3c64815f3212553699c26e0cfab2",11056552,27.725441,14,180.11452,17595,12,21.6,-166.11452,"LINESTRING Z(-77.03032609341874 38.90967698048127 0, -77.03032647073296 38.90966953048197 0, -77.03032564729416 38.90963106506217 0, -77.03032518189075 38.909621156003304 0, -77.03032390944341 38.909611337237386 0, -77.03032043757453 38.909580889931746 0, -77.03031489043225 38.90955062333127 0, -77.03030749861395 38.9095205373758 0, -77.03029814690119 38.90949081226176 0, -77.03028798838328 38.90946171794018 0, -77.03027552415931 38.90943316471583 0, -77.0302749471456 38.90943192171369 0)"
